band_361_meV,band_362_meV,band_363_meV,band_364_meV,band_365_meV,band_366_meV
-68.89004219618205,-58.53105758023621,-7.539807577856039,23.097797918692088,45.57971445034083,66.36358134606616
-69.68903606201754,-59.142746252972856,-7.629861575053715,23.28170164278126,45.91269333136683,65.61670733451801
-70.48665066629351,-59.744233047259854,-7.718017155016849,23.458216389707992,46.25208545607185,64.87504343655682
-71.2802174273771,-60.33480521470223,-7.803996109121129,23.62690015887578,46.59790576983085,64.14060843419449
-72.06633079194816,-60.91359336658577,-7.88750774580862,23.78733048698342,46.95008438481769,63.41529534494741
-72.84057788037876,-61.47953032381163,-7.968248901063641,23.93910678585895,47.308446029215844,62.70091868470677
-73.5971494212662,-62.031302396778315,-8.045904046666328,24.08185257516974,47.67268239626689,61.99926381400196
-74.32828907466569,-62.56729178797126,-8.120145504146029,24.215217594789756,48.04231380585121,61.312142853906835
-75.02355165525871,-63.0855090651548,-8.190633772822503,24.33887978977828,48.41663449907402,60.64146360101092
-75.66892826183985,-63.58351548868852,-8.25701798062875,24.452547168963598,48.79463243276438,59.98932118972908
-76.24618711984749,-64.05833686961037,-8.318936466383256,24.55595954565705,49.17486867357151,59.35812790125368
-76.73346346157919,-64.50637431711232,-8.376017501915962,24.648890175009612,49.555291834258334,58.75080607767344
-77.10904215948784,-64.9233236752336,-8.427880162372162,24.731147306680096,49.93294709732534,58.17108491715936
-77.35967705991375,-65.30412558329029,-8.474135351862431,24.80257567259104,50.30351482190992,57.62396641189337
-77.48997358373488,-65.64298193673366,-8.514386991034927,24.863057928333962,50.66058293004596,57.11645644073615
-77.52433069200082,-65.93348924759226,-8.548233371471003,24.91251606160753,50.99454806573553,56.65866619516651
-77.49851546588305,-66.16894650688032,-8.575268680209563,24.95091277316342,51.29117381296049,56.26525579908782
-77.44851367662362,-66.34287893924508,-8.595084695538533,24.978252824971637,51.530464371775686,55.9565618536017
-77.4038440628188,-66.44976221807067,-8.607272652586765,24.99458433701658,51.68811785167702,55.75714486967866
-77.38562919927374,-66.48583400529624,-8.611425274412447,24.999999999997883,51.743098663695704,55.68821722556205
